# x [Mpc/h]	y [Mpc/h]	z [Mpc/h]	Mh [Msun]
 51.6944	  2.7668	  6.4735	1.0755e+10
 56.2311	 59.2140	  4.8130	1.4051e+10
 56.7668	  9.8180	  3.8386	1.3357e+10
 56.8187	  4.9973	 14.1830	1.3357e+10
 54.0453	  2.7190	 31.6246	1.5265e+10
 56.0120	 10.4669	 41.2463	1.4224e+10
 54.7598	  6.0815	 53.5545	1.3010e+10
 55.5109	  8.9138	  8.0907	1.4571e+10
 59.4004	 11.0349	  7.3870	1.4398e+10
 63.6728	 13.7796	 29.3799	1.5092e+10
 51.8607	 18.2084	 41.9409	1.3877e+10
 57.3210	 12.8301	 36.5369	1.0755e+10
 55.6732	 12.2676	 56.4184	1.0061e+10
 58.3581	 15.8443	  2.0572	1.4051e+10
 51.0243	 16.8074	 24.9838	1.2490e+10
 55.5381	 16.3378	 30.6257	1.4224e+10
 57.0235	 21.7349	 20.5793	1.1796e+10
 54.0295	 24.6714	 45.1717	1.4571e+10
 54.4340	 23.2884	 42.6974	1.3184e+10
 56.4765	 23.2273	 43.8751	1.2663e+10
 59.1922	 18.4403	 49.5858	1.4571e+10
 53.5417	 25.8140	 11.1214	1.2837e+10
 50.9191	 30.7391	 12.7500	1.2663e+10
 61.4540	 25.7542	 11.2888	1.4571e+10
 60.3550	 32.2126	 19.3915	1.0929e+10
 62.0463	 26.3212	 17.5848	1.5959e+10
  1.4956	 24.1196	 26.9007	1.1796e+10
 51.2269	 25.5003	 50.6003	1.4571e+10
 57.0099	 32.7022	 15.2076	1.3704e+10
 56.5942	 37.1416	 13.4659	1.3357e+10
 48.1825	 36.7314	 20.3107	7.9796e+09
 54.4921	 38.3220	 22.0234	1.3531e+10
 55.2303	 31.4296	 41.0339	1.2143e+10
 58.0156	 33.0475	 41.8443	1.2490e+10
 60.5469	 40.5111	 40.3208	1.4398e+10
 55.4082	 33.8377	 61.9886	7.6326e+09
 55.7414	 37.5732	 61.1935	1.4571e+10
 61.7151	 47.8248	 11.6044	1.1796e+10
 54.2409	 40.0979	 50.5576	1.3184e+10
 59.4741	 43.4753	 59.3156	1.4745e+10
 60.2050	 43.7022	  2.0158	1.4571e+10
 62.7826	 53.1251	 12.9901	1.3877e+10
 62.5771	 54.8408	 11.8967	1.1275e+10
 59.8901	 51.8286	 40.2800	1.1102e+10
 54.8127	 46.9906	 42.1304	1.2837e+10
 55.3285	 48.3873	 42.3779	1.4571e+10
 54.8135	 56.5090	 18.4542	1.4571e+10
 56.7113	 58.4322	 16.7542	1.2663e+10
 56.5399	  0.3260	 28.7982	1.5439e+10
 58.2831	  1.6876	 37.3905	1.3184e+10
 57.0585	 63.3506	 28.5787	1.4224e+10
 56.4339	 61.6293	 41.6154	1.4745e+10
  1.6903	  2.8752	 61.2162	1.2837e+10
 63.7830	  4.7639	 10.8173	8.3265e+09
 61.6732	  4.9471	 12.2307	8.8469e+09
 58.5590	 63.8117	 14.8997	1.4398e+10
  3.3312	  5.2769	 16.5271	1.2490e+10
 56.4014	  1.7443	 19.1647	1.3184e+10
  3.3133	 11.4568	 34.2350	1.5612e+10
  2.2111	 10.1057	 44.8094	1.4745e+10
  2.7599	  7.8127	 61.3744	1.4571e+10
  4.2179	  1.9240	  3.2359	6.2449e+09
  6.5510	  5.9953	  1.4175	1.2663e+10
  3.3567	  6.5884	  5.8725	1.6480e+10
  8.1487	 11.1907	  7.2745	0.0000e+00
 62.7489	 13.5927	 13.1183	1.4398e+10
  6.9289	 15.4524	 14.8924	1.3704e+10
  6.2472	 16.9098	 34.7855	1.4398e+10
  4.8885	 10.3758	 39.3614	1.1622e+10
  9.9447	 11.5246	 63.1193	1.3704e+10
 62.9615	 19.2242	  2.9891	1.3877e+10
  2.7547	 19.7727	  1.8142	1.4918e+10
  0.8583	 20.7613	  3.2276	1.2663e+10
 60.3733	 20.2556	 13.2290	1.2663e+10
  2.3179	 17.4758	 25.0823	1.2837e+10
  9.0006	 24.8431	 22.3904	1.4745e+10
 12.6804	 19.0711	 20.7353	1.3704e+10
  5.7113	 21.4036	 27.6819	1.4051e+10
 10.9054	 21.5028	 52.9861	6.9387e+09
  0.5559	 25.8440	  0.7719	0.0000e+00
  1.5164	 16.9078	  1.0111	9.5408e+09
  1.3044	 24.1237	 63.8944	1.1969e+10
 63.5403	 25.8344	  3.5000	3.6428e+09
  2.3662	 26.6525	  2.5308	1.4224e+10
 62.3051	 32.2052	 20.0045	1.4398e+10
  2.7040	 28.1385	 21.7259	1.4224e+10
  4.8207	 29.4258	 18.6519	1.4051e+10
 11.0573	 30.8804	 26.8841	1.3877e+10
  5.9931	 23.9009	 30.4744	1.1102e+10
 12.1660	 29.2204	 39.2973	1.5439e+10
 16.5825	 27.5109	 38.6134	1.4918e+10
 62.8279	 24.2345	 46.8577	1.0755e+10
 12.8286	 29.8511	 46.3143	1.1622e+10
 62.5792	 34.8284	  7.9285	1.3357e+10
  4.8069	 39.5627	  1.1251	1.4398e+10
  1.6593	 26.6584	  2.6846	1.4224e+10
 62.9458	 33.7487	 18.2046	1.5092e+10
 61.7498	 31.5663	 11.6202	1.2663e+10
  6.6722	 38.9069	 19.8600	9.0204e+09
  0.8600	 35.5226	 32.6998	1.2837e+10
  6.5688	 34.6663	 34.6145	1.4051e+10
  0.6118	 36.5748	 51.4759	1.3184e+10
 62.8690	 40.8644	  2.0130	1.2663e+10
  2.2711	 38.6009	 61.1003	1.3010e+10
  1.6891	 27.1815	 63.8251	1.4051e+10
  7.7710	 31.7813	 58.8047	1.6306e+10
  3.0396	 46.4668	 10.3297	1.3877e+10
  6.4573	 45.3610	  7.5675	1.3184e+10
  9.8797	 41.4170	 44.6944	1.4918e+10
  2.7984	 46.6322	 48.4258	1.3010e+10
  7.1311	 43.3522	 51.6648	1.5265e+10
  1.7027	 45.4809	  2.7905	1.4051e+10
  2.0518	 45.7073	  2.8287	1.1622e+10
  7.9696	 48.2820	 63.6533	1.3704e+10
  4.0232	 51.4992	  5.7021	1.4571e+10
  2.2623	 51.7162	  9.3741	1.5439e+10
 59.2961	 49.4235	 20.2242	9.8877e+09
 61.2371	 52.1956	 16.6309	1.5959e+10
 61.0009	 50.2063	 16.2471	1.2490e+10
 63.3079	 50.3212	 14.0802	1.3184e+10
 63.6113	 45.6690	 22.7586	1.3357e+10
  8.3927	 56.1114	 53.6742	1.5439e+10
  7.7656	 55.7582	 53.0091	9.8877e+09
  4.2405	 56.6185	  5.4532	1.0408e+10
 10.4660	 59.2856	 60.6846	1.3184e+10
 13.7143	  5.1899	  1.4583	1.5265e+10
 14.2849	  4.6651	  1.6277	1.2316e+10
 16.2692	  4.5185	  1.6336	6.2449e+09
  8.7996	  4.9223	  8.3664	1.3357e+10
  6.7651	  3.8862	 17.3744	1.4398e+10
 10.9014	  6.4286	 17.4304	1.4051e+10
 13.0825	 10.6619	 11.4897	1.1969e+10
 13.5189	 10.3635	 10.8876	1.4571e+10
 11.2327	  5.9803	 31.9258	1.4918e+10
 13.2572	 16.9573	 27.4462	1.4051e+10
 10.4635	  6.6267	 36.2506	1.3877e+10
 11.3076	  6.4560	 36.9214	1.0582e+10
 16.0145	  0.0618	 62.2658	1.4918e+10
 16.6670	  3.2106	 60.4626	1.4051e+10
  9.6558	 14.7336	 14.7617	1.5092e+10
 13.5531	 16.5313	 15.7993	7.8061e+09
 13.8560	 15.9961	 21.3364	0.0000e+00
 10.6366	 15.4575	 24.4788	1.5092e+10
 11.5985	 18.2445	 27.4729	1.4398e+10
  8.6440	 10.7273	 37.8120	1.1449e+10
 14.7361	 13.5580	 52.3908	1.3877e+10
 16.3118	 12.9751	 53.6024	6.5918e+09
 16.7088	 17.9541	  8.7191	1.3010e+10
 14.5692	 17.8389	 12.6679	1.2143e+10
 24.9593	 26.6135	 36.4095	1.5265e+10
 19.4028	 24.6607	 38.5057	1.4051e+10
 11.9798	 18.3710	 61.1211	1.3184e+10
 14.7756	 24.9087	  8.7264	1.3184e+10
 15.6275	 23.1899	 54.3833	1.2663e+10
 14.1366	 26.4224	 61.2961	1.3877e+10
 16.2838	 26.5508	 58.7730	1.2837e+10
 16.4889	 36.6986	 10.3667	1.3877e+10
 16.6942	 30.9013	 19.0728	1.5265e+10
 17.3505	 32.5496	 23.6126	1.2663e+10
 14.1350	 34.5906	 42.4772	1.5612e+10
 16.3890	 29.1236	 38.9130	1.1449e+10
 17.9572	 28.9863	 39.1068	1.2143e+10
 18.5765	 28.7057	 40.2406	1.2143e+10
 17.6279	 32.3948	 54.4086	1.6133e+10
 17.2582	 45.6682	 59.2924	1.5092e+10
 11.5046	 48.5396	  0.9901	1.3357e+10
 18.4183	 42.1501	 11.0729	1.3531e+10
 11.9485	 37.9005	 16.8271	1.2316e+10
 15.2790	 33.2170	 27.6298	1.1969e+10
 12.3571	 34.5211	 40.7510	1.5612e+10
 19.6124	 51.5361	 62.1013	7.6326e+09
 18.7484	 46.9054	 59.2071	8.1530e+09
  5.9381	 52.9558	 13.6962	9.8877e+09
 12.4296	 47.4889	 16.3089	1.5959e+10
  2.8338	 47.5213	 40.8633	1.1796e+10
 10.7060	 42.8956	 42.0092	1.1275e+10
 16.8342	 56.0739	 57.4056	1.1796e+10
 13.8523	 56.9411	 54.1642	1.3010e+10
 11.5663	 56.1284	 54.1119	1.5092e+10
 19.6052	 52.2741	 61.6443	1.3531e+10
  9.0708	  1.5153	 17.9174	5.3775e+09
  5.2630	 63.2016	 23.2197	1.4051e+10
  9.5938	  0.9077	 28.1612	1.2837e+10
 12.0190	  3.0192	 20.6973	1.3357e+10
 16.5282	 61.1179	 28.8768	1.1969e+10
  5.6535	 56.7378	 41.8992	1.2837e+10
 18.9792	 63.1795	 46.9078	1.3357e+10
 20.0549	 61.6524	 47.1780	1.4571e+10
 24.1749	 59.9524	 57.4569	1.4398e+10
 16.6244	  5.8081	  1.3955	1.3184e+10
 21.6757	  6.5549	 61.3122	1.2663e+10
 25.5475	 60.7377	 57.8907	0.0000e+00
 16.6835	  5.2025	  8.7244	1.4918e+10
 15.4696	  8.6904	  6.1045	1.4224e+10
 23.8122	  3.7347	  6.5396	1.3704e+10
 22.9434	  3.7689	  5.8504	1.3357e+10
 22.5211	  3.6379	 19.3999	1.3531e+10
 21.5976	  6.2982	 34.9972	1.4918e+10
 28.0968	  4.6459	 55.6009	1.1449e+10
 16.2978	  8.8495	 60.2048	1.0929e+10
 16.6442	 10.6680	 63.9827	2.6020e+09
 22.9559	 11.0002	  0.3573	1.3357e+10
 12.2421	 12.7471	  6.3843	9.0204e+09
 15.3204	 20.0467	 16.6534	1.5439e+10
 15.8416	 22.9001	 17.9457	1.5612e+10
 21.8345	 17.4045	 32.3529	1.3531e+10
 20.3087	 18.0076	 29.1963	1.1796e+10
 23.6866	 23.3275	 35.6154	1.5092e+10
 24.5364	 24.1718	 34.9043	1.1796e+10
 24.5356	 19.4460	 44.6744	1.3357e+10
 26.5515	 11.2846	 49.1612	1.3184e+10
 16.6715	 10.9768	 63.4642	1.3357e+10
 19.6125	 20.2463	 53.1122	1.1102e+10
 20.5554	 21.6060	 48.7988	1.0755e+10
 21.4738	 21.8300	 48.4857	9.1938e+09
 23.4508	 15.5698	 55.4349	1.0755e+10
 19.9227	 29.1207	  1.9996	1.4398e+10
 20.2309	 30.3166	 12.1210	1.1969e+10
 21.0476	 29.6056	  9.5762	1.4918e+10
 16.3708	 23.8647	 24.9163	1.1102e+10
 21.9308	 28.7548	 47.3830	1.4571e+10
 23.5032	 25.8938	 58.4110	1.4051e+10
 15.3623	 36.2142	  4.4177	5.7245e+09
 21.3859	 31.1236	 19.6040	1.0061e+10
 22.1472	 30.7097	 21.2387	1.0235e+10
 21.2823	 30.6238	 59.7931	1.3184e+10
 19.4836	 50.7712	 62.0677	4.8571e+09
 17.7959	 48.2061	  2.7285	4.1632e+09
 21.1022	 41.1579	 12.5171	1.3010e+10
 23.8868	 43.8786	  9.4137	1.5092e+10
 25.8221	 36.0973	 15.6297	1.2837e+10
 22.8514	 38.0005	 13.6331	1.3184e+10
 28.1981	 34.5342	 18.9592	1.3531e+10
 25.0900	 35.6502	 21.8055	1.3357e+10
 24.3086	 31.8255	 39.2184	9.1938e+09
 22.0561	 35.4887	 47.7646	9.5408e+09
 25.4867	 38.6510	 46.1824	1.4051e+10
 21.2523	 37.5614	 49.8067	1.4224e+10
 19.4863	 51.3029	 61.0573	1.3184e+10
 23.3978	 51.4360	 63.7213	1.4571e+10
 16.3731	 48.9104	  4.8321	1.2143e+10
 21.2170	 43.8425	 10.4294	1.2316e+10
 28.4353	 45.0695	  9.5124	1.4571e+10
 24.6065	 48.1094	 19.0126	1.4051e+10
 26.2857	 40.9519	 45.9656	1.2316e+10
 23.3769	 59.0195	 55.8908	9.3673e+09
 21.2706	 60.3786	 62.7024	1.3704e+10
 17.4821	 54.0753	  2.8904	1.3704e+10
 17.8543	 57.9165	  3.2994	1.1796e+10
 15.2656	 60.1592	 15.5460	1.5265e+10
 24.6147	 56.0332	 11.6332	1.2316e+10
 18.1222	 62.4273	 26.1722	1.0235e+10
 17.2092	 61.0862	 29.4383	1.5439e+10
 20.3552	  0.1021	 26.8635	1.3704e+10
 21.9073	  1.8160	 43.9616	1.2663e+10
 29.7798	  9.6032	  9.3121	1.3010e+10
 30.2348	  1.7339	  7.5592	1.2490e+10
 31.9593	  5.1250	 30.5045	1.4224e+10
 30.8737	  4.5539	 29.2243	1.2663e+10
 27.0135	  2.7695	 54.8905	1.1275e+10
 35.0646	  6.5316	 42.6134	1.1102e+10
 25.9236	  9.6420	 62.5492	7.9796e+09
 31.2626	  9.1658	 63.7132	1.1449e+10
 30.3175	 10.2093	  8.8193	7.6326e+09
 26.8308	 14.7468	 17.5744	8.1530e+09
 31.2626	 13.9630	 21.2753	1.2490e+10
 34.1301	 11.5988	 18.7896	1.3010e+10
 31.6172	  9.8439	 46.8948	1.3010e+10
 27.4767	  6.9696	 61.2669	1.2663e+10
 31.3279	 10.5741	  1.3414	9.3673e+09
 24.3019	 19.1610	  9.1075	1.2143e+10
 31.9263	 25.7055	 35.7853	1.1622e+10
 24.6301	 25.9141	 10.3476	1.4051e+10
 26.7300	 34.9339	 18.6287	1.5092e+10
 30.7086	 28.1024	 33.9351	1.4051e+10
 31.4238	 35.4425	  9.3674	1.4051e+10
 27.3407	 34.5799	 18.4152	1.3010e+10
 31.8446	 38.7646	 17.1326	1.0061e+10
 29.4200	 30.2118	 35.4594	1.4398e+10
 24.1139	 30.5346	 44.0717	1.2663e+10
 25.0733	 31.7441	 44.8519	1.2316e+10
 35.1843	 38.8336	 16.0772	1.4224e+10
 27.3921	 31.9705	 39.5082	1.6133e+10
 27.5430	 41.7174	 46.1096	1.3531e+10
 33.0729	 43.0696	 60.8341	1.3704e+10
 29.5080	 43.1337	 10.3337	1.2316e+10
 27.1415	 52.2246	  2.3940	1.4398e+10
 29.2110	 50.1796	  4.1273	1.5265e+10
 36.6816	 52.9429	  7.7549	1.4398e+10
 30.4660	 45.1811	 11.6781	1.3877e+10
 35.0441	 41.1422	 13.5863	1.4398e+10
 39.9577	 40.6626	 18.3290	6.0714e+09
 32.0434	 52.9062	 43.0831	1.3010e+10
 27.9675	 43.9138	 47.3185	1.3877e+10
 26.6193	 62.8453	 58.5579	1.1622e+10
 24.1838	 61.2121	 58.7331	0.0000e+00
 30.2482	 62.5738	 30.6145	1.3877e+10
 32.1823	 62.2990	 26.6446	1.4051e+10
 38.1051	  6.6267	  0.4417	1.2143e+10
 36.1162	  0.9279	  0.1406	1.3531e+10
 40.3480	  9.8448	  1.4730	1.2143e+10
 38.4751	  0.6831	 10.2799	1.4571e+10
 38.1399	  4.1825	  4.0368	9.5408e+09
 43.2525	 60.8038	  7.9899	1.3010e+10
 47.1324	  9.6409	 12.9356	7.4592e+09
 44.7544	  1.9132	 14.9757	1.5612e+10
 36.6803	  9.3292	 29.5832	1.5092e+10
 43.3683	 12.1414	 24.3331	1.3184e+10
 42.2104	 13.6256	 13.2862	1.3531e+10
 41.2600	 11.0594	  7.8520	1.4398e+10
 42.9474	 13.5040	 13.1720	9.8877e+09
 37.9607	 16.4831	 31.4032	1.1796e+10
 39.5546	 19.2476	 34.0155	1.0582e+10
 35.3664	 15.3937	 41.3918	9.7142e+09
 31.0844	  7.8134	 52.8391	1.3704e+10
 32.2792	  7.4062	 58.4439	1.1969e+10
 33.3486	  6.9325	 60.5442	1.1796e+10
 42.2402	 13.5210	  2.5886	1.2837e+10
 32.9096	 26.1229	 16.0136	1.5786e+10
 36.0878	 18.2773	 18.1879	1.3704e+10
 35.5556	 25.9488	 35.7675	1.0582e+10
 40.2065	 26.9293	 29.1044	1.3184e+10
 31.6009	 26.8176	 35.8501	1.4918e+10
 36.4532	 22.4820	 35.5474	8.8469e+09
 40.0352	 21.9500	 39.5682	1.3877e+10
 42.1987	 23.2869	 49.2557	1.1969e+10
 35.9721	 15.2116	 59.9378	1.4745e+10
 38.9750	 19.3596	 60.8416	1.3877e+10
 33.4896	 37.4751	 14.6634	9.1938e+09
 42.9221	 33.9102	 23.7380	1.0929e+10
 33.3070	 25.9652	 37.9051	1.1275e+10
 37.9742	 41.8407	 15.9890	1.3531e+10
 41.9387	 38.8807	 27.7120	1.3704e+10
 36.7008	 33.4720	 38.6007	1.3357e+10
 40.5089	 31.5479	 34.4823	1.1622e+10
 38.5476	 33.4687	 49.0048	1.4745e+10
 38.6971	 36.1924	 53.2030	1.6133e+10
 34.0188	 35.4371	 55.3948	1.3010e+10
 39.7115	 38.7184	 28.8936	1.2490e+10
 32.0096	 55.1511	  3.0129	1.3877e+10
 36.4248	 53.1152	  9.0559	1.4745e+10
 35.0813	 57.5898	 43.0681	1.3531e+10
 32.2471	 57.5618	 56.3691	1.5265e+10
 32.2392	 57.2821	 57.2991	1.2837e+10
 43.7656	 54.0311	 13.0762	1.4051e+10
 49.7007	 11.1702	  8.3707	1.1622e+10
 44.8690	 12.9653	  2.1564	8.5000e+09
 50.6397	  8.0853	 12.3803	5.2041e+09
 45.3865	 63.2962	 26.4147	1.4571e+10
 49.9501	 62.5465	 18.8845	1.4918e+10
 42.9151	  8.4298	 40.3700	1.4398e+10
 41.3845	 14.3798	 49.2801	9.7142e+09
 42.3530	  6.5047	 54.0839	1.2490e+10
 42.0533	  8.0652	 48.0288	1.4571e+10
 43.1483	 10.5268	 48.3937	1.0755e+10
 40.1698	  9.5847	  0.9807	1.4398e+10
 48.8388	 11.9725	  6.6807	4.1632e+09
 45.7223	 12.2326	 25.8518	1.2490e+10
 40.1644	 17.2740	 33.4850	1.5959e+10
 44.9368	 15.5454	 38.3422	1.3010e+10
 44.3682	 17.0102	 38.3493	1.4571e+10
 43.8621	 13.3055	 61.6888	1.2837e+10
 42.3197	 14.9517	 50.0099	1.5092e+10
 46.5866	 15.9773	 56.9334	1.1622e+10
 43.6154	 14.9718	  4.7233	1.3184e+10
 45.8563	 17.7136	 22.6738	1.3010e+10
 40.2228	 23.0124	 40.4109	8.5000e+09
 45.9696	 16.2822	 60.4750	1.4571e+10
 46.5730	 23.2128	  7.9938	1.3531e+10
 45.1471	 28.9387	 63.9943	1.2663e+10
 44.2573	 30.1705	 15.0916	1.3704e+10
 44.4729	 36.3562	 21.2342	1.3010e+10
 41.0704	 37.9109	 11.5055	1.3010e+10
 45.8666	 32.6561	 16.8245	1.0235e+10
 42.0219	 34.9420	 32.2325	1.3010e+10
 43.5682	 34.9142	 54.6945	9.3673e+09
 43.6774	 42.9399	 16.1551	1.4224e+10
 43.0720	 41.2027	 31.8665	1.5959e+10
 48.9344	 37.4044	 47.7724	1.3357e+10
 39.9220	 44.2090	 50.5234	1.3531e+10
 42.3936	 46.2556	  3.6204	1.0235e+10
 41.2565	 49.1830	  1.9301	1.3704e+10
 40.7498	 50.8408	  8.9620	1.3704e+10
 45.8969	 44.1279	 23.6937	1.3357e+10
 42.5508	 39.6315	 30.4283	6.4183e+09
 44.9328	 49.2863	 34.3421	1.4571e+10
 47.3824	 47.1047	 38.4071	3.2959e+09
 36.7586	 53.7757	 58.3715	1.3357e+10
 37.0472	 54.7919	 54.2678	1.4051e+10
 40.6114	 53.0898	 53.3787	1.4051e+10
 47.1973	 56.3733	 22.0663	1.4224e+10
 48.2964	 51.6059	 34.7104	1.3010e+10
 40.7456	 56.1518	 43.9194	1.0408e+10
 39.6693	 63.6198	 46.0409	1.4398e+10
 42.4433	 58.7106	 41.8865	1.3357e+10
 40.3193	 63.3880	 44.8501	1.0929e+10
 37.6865	 59.8804	 55.5558	1.0582e+10
 47.2411	  8.2207	  6.2742	1.1622e+10
 52.3846	  4.1682	 13.7615	1.4051e+10
 49.2176	 10.1371	 41.9772	1.5959e+10
 49.1015	  6.5336	 55.5940	1.4745e+10
 46.4035	  8.8485	  2.2954	1.0929e+10
 49.9406	  7.5360	 12.4296	0.0000e+00
 49.2681	 10.3871	  8.0748	1.3877e+10
 51.7146	 15.1189	  8.1215	5.5510e+09
 50.6107	  7.8336	 16.1177	1.3704e+10
 47.6466	 12.4591	 20.8658	1.4571e+10
 51.3892	 16.0837	 31.1593	1.3184e+10
 52.6937	 16.5018	 37.5252	1.1796e+10
 44.8048	 21.1764	 45.5857	9.7142e+09
 48.1928	 23.4613	 53.0854	1.2490e+10
 47.7201	 15.0648	 59.8508	1.3184e+10
 48.5846	 17.3572	 60.7059	1.0755e+10
 50.8906	 14.5988	  7.4597	1.5092e+10
 47.6157	 19.5412	 31.5476	1.4051e+10
 47.2889	 18.8398	 40.2723	1.4918e+10
 48.4269	 21.0552	 35.2811	1.2663e+10
 48.0636	 21.7336	 49.2360	2.6020e+09
 47.2414	 29.8910	 38.0621	1.3010e+10
 46.8624	 33.1907	 32.3446	1.3357e+10
 45.4438	 26.5045	 38.9294	1.1622e+10
 49.2502	 41.2613	  8.9655	1.5439e+10
 46.5075	 35.7146	 19.8002	1.4224e+10
 40.5845	 31.9632	 34.1305	1.4224e+10
 50.7368	 35.8186	 48.1693	1.5439e+10
 51.0448	 34.2549	 52.6696	1.0755e+10
 51.7668	 28.7734	 54.6487	1.4918e+10
 51.9587	 32.7973	 60.8819	1.3704e+10
 47.6180	 44.3712	 30.3073	1.3877e+10
 51.1557	 44.7951	 40.7436	1.1796e+10
 52.7083	 40.4225	 59.1897	1.3877e+10
 51.9878	 56.1074	  6.1052	1.1102e+10
 46.0494	 44.9344	 23.3160	1.3877e+10
 48.5380	 50.2930	 28.6935	1.4745e+10
 51.1662	 52.6124	 33.6290	1.4398e+10
 49.5665	 50.4555	 36.7273	1.2837e+10
 50.7083	 44.4300	 43.3499	1.2316e+10
 46.6749	 51.0067	 48.3801	1.0929e+10
 50.0723	 46.9917	 45.1748	1.1622e+10
 50.0121	 55.4247	 58.9438	1.2663e+10
 56.0861	 54.7187	  2.9192	1.1969e+10
 46.6962	 53.6297	 22.9942	3.4694e+09
 48.5569	 52.9077	 24.8196	8.5000e+09
 54.1923	  1.3809	 29.5402	1.3010e+10
 44.9316	 61.4848	 43.7229	1.1275e+10
 46.2216	  1.1288	 44.7141	1.0235e+10
 47.8451	 61.0704	 42.4283	1.4051e+10
 43.2982	 56.2819	  2.8199	1.2316e+10
 54.4491	 57.9528	  3.4613	1.2490e+10
 57.0054	  6.0404	  5.6477	1.4224e+10
 54.8073	  3.3461	 17.3308	1.4224e+10
 58.6825	  3.5730	 45.2465	1.4918e+10
 54.4360	 10.9847	  3.4215	9.8877e+09
 51.3645	 10.0749	  8.1860	1.4398e+10
 52.8705	 12.0265	  5.1425	1.2490e+10
 58.7471	 14.8741	  5.7747	1.2143e+10
 61.6174	  6.5883	  8.2635	1.3357e+10
 58.2038	 15.7943	 22.9951	1.4051e+10
 56.4433	 16.0820	 28.5109	1.1449e+10
 61.0723	 11.2716	 32.0237	1.3357e+10
 58.2329	  9.1044	 21.9956	1.3877e+10
 58.8765	  8.6600	 23.6483	1.3010e+10
 59.2586	 11.9325	 32.8732	1.4918e+10
 54.1631	 16.8396	 40.6435	1.4051e+10
 56.4620	 11.2817	 55.8932	1.3357e+10
 55.9797	 19.0049	  0.6648	1.5612e+10
 57.6362	 17.2332	  8.9434	9.8877e+09
 52.0412	 16.7400	 25.1355	1.1796e+10
 56.1481	 19.2393	 34.8351	8.5000e+09
 55.5062	 22.1110	 42.5197	1.3877e+10
 56.9561	 22.8075	 43.9700	1.1969e+10
 53.6871	 22.6205	 51.5395	1.2663e+10
 55.6939	 21.9576	 52.2489	1.4398e+10
 52.8186	 19.9848	  7.2722	1.0408e+10
 58.5955	 26.3677	  2.4877	1.2490e+10
 59.2210	 23.4669	  6.8615	1.3877e+10
 57.4903	 24.2371	 12.0340	1.3877e+10
 55.8753	 33.0748	 20.4506	1.1449e+10
 59.7857	 25.4814	 17.9970	1.4745e+10
 50.4674	 28.7235	 26.0533	1.1275e+10
 56.4998	 28.6076	 39.4848	1.4745e+10
 55.4244	 24.4411	 53.9974	1.2143e+10
 58.9270	 23.4379	 62.7641	9.7142e+09
 52.1938	 30.4771	  8.6769	9.8877e+09
 50.1932	 36.8583	 25.1683	5.3775e+09
 59.2685	 37.7944	 31.2506	1.4918e+10
 61.6640	 34.2375	 38.0951	1.3184e+10
 58.4157	 35.4647	  0.9841	1.1449e+10
 59.7432	 24.8323	 62.6742	1.4051e+10
 53.1425	 46.7114	 10.0102	1.4051e+10
  1.3209	 49.7957	  7.7989	8.8469e+09
 49.0097	 42.1357	 14.4243	3.1224e+09
 58.3453	 40.6413	 61.5613	1.1275e+10
 62.1511	 52.2232	 10.9700	1.3531e+10
 54.6059	 56.5506	 18.8286	1.2663e+10
 56.9454	 57.2903	 17.0170	1.0235e+10
 56.5948	 52.1796	 22.3162	1.4745e+10
 58.5070	 47.8344	 27.1176	1.2837e+10
 58.5046	  1.9462	 38.1799	1.3704e+10
 59.9458	 52.5855	 43.6515	1.4051e+10
  0.2516	 58.5773	 51.2515	1.4398e+10
  2.6469	 63.4144	 56.7836	1.4745e+10
  1.6079	  7.0016	  7.0317	9.3673e+09
  0.2265	  5.2631	 11.2201	0.0000e+00
 60.1745	 62.5588	 14.1171	1.3357e+10
  0.5121	 11.8904	 29.5465	1.5265e+10
  3.6935	  6.5529	 41.9941	1.1969e+10
  7.3561	 63.4991	 54.2094	1.5439e+10
  4.9964	  4.5135	 56.5756	1.3877e+10
  5.6020	  5.5009	 62.8231	8.3265e+09
 61.8975	  6.7097	 13.4039	1.3184e+10
  6.9321	 14.9547	 29.7071	0.0000e+00
  4.5831	 11.1423	 33.6211	1.3877e+10
  3.4639	 17.1196	 48.0504	1.3010e+10
  3.7319	 11.5168	 59.0769	1.5439e+10
  5.1545	 10.2237	 57.0352	1.0929e+10
  6.3068	 14.3763	 50.9886	9.3673e+09
  8.0431	  8.6668	 57.3901	1.5092e+10
 12.7450	 10.5983	 61.6785	1.4398e+10
 59.5475	 16.0550	  2.9126	1.2143e+10
 62.5573	 16.4040	 25.3213	8.3265e+09
 10.0764	 23.0065	 46.9557	1.5265e+10
 61.7130	 21.5183	 58.9787	1.3704e+10
 62.5274	 13.7694	 61.2387	1.3010e+10
  2.6775	 18.3994	  0.3824	1.1102e+10
  5.0682	 21.2621	 61.4457	1.4918e+10
 63.0493	 24.9377	  0.1129	7.6326e+09
 61.5367	 24.7080	 13.0049	1.3704e+10
 12.5919	 32.1666	 19.2286	1.3184e+10
  3.4851	 30.6113	 22.4557	1.1796e+10
  3.1195	 24.5035	 29.3316	1.2143e+10
  1.1278	 28.7893	 37.8919	1.4224e+10
 17.0876	 28.8252	 39.4224	1.2663e+10
  7.2507	 24.4661	 43.0371	1.2837e+10
 63.9270	 27.1834	 52.2548	1.3010e+10
  9.9633	 27.8907	 48.5812	1.3877e+10
